Order_ID,Customer_ID,Order_Date,Day,Month,Order_Time,Store_ID,Store_Location,Region,Product_Category,Product_Name,Size,Quantity,Unit_Price,Discount_%,Gross_Sales,GST_5%,Net_Sales,Payment_Method,Order_Type,Customer_Age_Group,Customer_Gender,Weather,Day_Type,Shift,Customer_Type,Loyalty_Member,Rating,Demand_Level
8642,CUST9029,12-04-2025,Saturday,April,04:50,107,Hyderabad,South,Frappuccino,Caramel Frappuccino,Grande,5,351,0,1755,87.75,1842.75,Card,Dine-In,26-35,Female,Rainy,Weekend,Morning,New,Yes,3,High
8643,CUST7218,03-04-2025,Thursday,April,10:42,105,Chennai,South,Coffee,Cappuccino,Tall,4,256,0,1024,51.2,1075.2,Cash,Delivery,36-50,Female,Cloudy,Weekday,Afternoon,New,No,5,Medium
8644,CUST7045,26-05-2025,Monday,May,08:49,101,Delhi,North,Coffee,Cappuccino,Grande,4,272,10,1088,54.4,1033.6,Card,Delivery,36-50,Male,Rainy,Weekday,Morning,Returning,No,5,Low
8645,CUST7845,01-02-2025,Saturday,February,23:58,106,Bengaluru,South,Coffee,Mocha,Tall,2,319,10,638,31.9,606.1,Cash,Delivery,26-35,Male,Rainy,Weekend,Afternoon,Returning,No,5,High
8646,CUST8506,05-07-2025,Saturday,July,14:43,105,Hyderabad,South,Bakery,Butter Croissant,Tall,5,145,15,725,36.25,652.5,Cash,Dine-In,50+,Female,Sunny,Weekend,Afternoon,Returning,No,5,High
8647,CUST9088,18-01-2025,Saturday,January,18:42,112,Chennai,South,Coffee,Caffe Latte,Grande,4,260,5,1040,52,1040,Card,Takeaway,36-50,Female,Cloudy,Weekend,Evening,New,No,5,Medium
8648,CUST6200,25-05-2025,Sunday,May,07:35,103,Hyderabad,South,Frappuccino,Caramel Frappuccino,Grande,5,368,5,1840,92,1840,UPI,Takeaway,50+,Male,Sunny,Weekend,Evening,New,Yes,5,Medium
8649,CUST2544,06-04-2025,Sunday,April,14:25,111,Hyderabad,South,Bakery,Butter Croissant,Grande,4,150,0,600,30,630,Card,Takeaway,18-25,Female,Cloudy,Weekend,Morning,New,No,3,High
8650,CUST8791,26-06-2025,Thursday,June,08:24,115,Delhi,North,Cold Beverage,Cold Brew,Grande,1,304,5,304,15.2,304,Cash,Dine-In,26-35,Male,Sunny,Weekday,Evening,New,No,4,High
8651,CUST1509,10-06-2025,Tuesday,June,16:17,113,Chennai,South,Frappuccino,Caramel Frappuccino,Venti,3,368,5,1104,55.2,1104,UPI,Delivery,50+,Female,Sunny,Weekday,Afternoon,Returning,No,4,Low
8652,CUST4340,26-08-2025,Tuesday,August,10:28,103,Hyderabad,South,Coffee,Mocha,Venti,3,307,10,921,46.05,874.95,UPI,Delivery,26-35,Female,Cloudy,Weekday,Afternoon,New,No,5,High
8653,CUST7559,18-07-2025,Friday,July,00:33,103,Kochi,South,Cold Beverage,Cold Brew,Tall,1,307,10,307,15.35,291.65,Card,Takeaway,18-25,Male,Rainy,Weekday,Evening,New,No,4,High
8654,CUST9806,20-12-2025,Saturday,December,07:28,113,Chennai,South,Coffee,Cappuccino,Venti,5,272,15,1360,68,1224,Cash,Delivery,26-35,Male,Rainy,Weekend,Evening,New,No,4,Medium
8655,CUST6865,09-03-2025,Sunday,March,13:56,106,Kochi,South,Tea,Green Tea,Grande,4,213,10,852,42.6,809.4,Cash,Dine-In,26-35,Female,Rainy,Weekend,Evening,New,Yes,5,High
8656,CUST9933,09-05-2025,Friday,May,21:34,106,Delhi,North,Cold Beverage,Cold Brew,Venti,3,312,0,936,46.8,982.8,UPI,Dine-In,18-25,Female,Cloudy,Weekday,Morning,New,Yes,4,Low
8657,CUST4791,03-05-2025,Saturday,May,15:45,112,Hyderabad,South,Coffee,Mocha,Venti,4,284,5,1136,56.8,1136,UPI,Takeaway,18-25,Female,Cloudy,Weekend,Morning,New,No,4,Medium
8658,CUST1550,16-10-2025,Thursday,October,00:11,115,Hyderabad,South,Bakery,Blueberry Muffin,Tall,5,165,5,825,41.25,825,Card,Dine-In,36-50,Male,Rainy,Weekday,Afternoon,New,Yes,3,Low
8659,CUST5873,04-06-2025,Wednesday,June,11:32,107,Mumbai,West,Coffee,Espresso,Tall,4,182,5,728,36.4,728,Cash,Dine-In,26-35,Male,Rainy,Weekday,Evening,New,Yes,4,Medium
8660,CUST2233,07-06-2025,Saturday,June,07:33,104,Chennai,South,Coffee,Espresso,Tall,5,185,5,925,46.25,925,Cash,Delivery,36-50,Female,Cloudy,Weekend,Afternoon,New,No,3,High
8661,CUST2617,08-05-2025,Thursday,May,22:12,113,Chennai,South,Coffee,Cappuccino,Venti,1,276,10,276,13.8,262.2,UPI,Delivery,36-50,Male,Sunny,Weekday,Afternoon,Returning,Yes,5,High
8662,CUST4904,15-03-2025,Saturday,March,12:12,104,Kochi,South,Coffee,Mocha,Venti,5,293,5,1465,73.25,1465,Cash,Dine-In,26-35,Male,Rainy,Weekend,Morning,New,Yes,5,Medium
8663,CUST6741,01-02-2025,Saturday,February,23:27,109,Chennai,South,Coffee,Cappuccino,Grande,4,240,5,960,48,960,Card,Dine-In,36-50,Male,Rainy,Weekend,Afternoon,New,Yes,3,Low
8664,CUST5517,26-09-2025,Friday,September,01:35,113,Bengaluru,South,Coffee,Cappuccino,Grande,4,276,5,1104,55.2,1104,Cash,Takeaway,36-50,Male,Rainy,Weekday,Evening,New,No,4,Low
8665,CUST2061,15-01-2025,Wednesday,January,04:26,114,Bengaluru,South,Tea,Green Tea,Tall,3,210,15,630,31.5,567,Cash,Delivery,18-25,Male,Sunny,Weekday,Evening,Returning,Yes,3,Medium
8666,CUST6146,28-10-2025,Tuesday,October,08:29,118,Bengaluru,South,Coffee,Espresso,Tall,1,201,5,201,10.05,201,Cash,Delivery,50+,Male,Rainy,Weekday,Morning,New,Yes,4,Low
8667,CUST3550,13-09-2025,Saturday,September,04:14,120,Kochi,South,Bakery,Butter Croissant,Venti,1,149,5,149,7.45,149,UPI,Dine-In,18-25,Male,Rainy,Weekend,Evening,New,Yes,3,Low
8668,CUST9941,31-05-2025,Saturday,May,18:24,113,Mumbai,West,Coffee,Americano,Grande,2,241,0,482,24.1,506.1,Cash,Delivery,36-50,Male,Sunny,Weekend,Morning,New,Yes,5,Low
8669,CUST3072,24-08-2025,Sunday,August,23:30,100,Mumbai,West,Coffee,Americano,Tall,1,204,0,204,10.2,214.2,UPI,Takeaway,26-35,Male,Rainy,Weekend,Evening,New,No,5,High
8670,CUST5607,23-10-2025,Thursday,October,07:37,119,Hyderabad,South,Frappuccino,Caramel Frappuccino,Tall,5,378,10,1890,94.5,1795.5,Cash,Takeaway,18-25,Female,Rainy,Weekday,Afternoon,Returning,No,3,High
8671,CUST9812,05-04-2025,Saturday,April,02:41,108,Kochi,South,Cold Beverage,Cold Brew,Venti,3,315,5,945,47.25,945,Card,Delivery,50+,Male,Rainy,Weekend,Morning,New,No,5,High
8672,CUST9454,31-08-2025,Sunday,August,15:23,116,Chennai,South,Coffee,Cappuccino,Grande,5,278,0,1390,69.5,1459.5,UPI,Takeaway,50+,Male,Cloudy,Weekend,Morning,Returning,Yes,5,Low
8673,CUST4729,06-09-2025,Saturday,September,01:59,113,Kochi,South,Coffee,Mocha,Tall,3,301,5,903,45.15,903,UPI,Takeaway,36-50,Female,Sunny,Weekend,Evening,New,No,4,Medium
8674,CUST6534,08-05-2025,Thursday,May,16:22,102,Mumbai,West,Frappuccino,Caramel Frappuccino,Grande,3,360,5,1080,54,1080,Cash,Dine-In,50+,Male,Sunny,Weekday,Evening,Returning,Yes,3,Low
8675,CUST7828,20-10-2025,Monday,October,07:11,104,Bengaluru,South,Coffee,Mocha,Tall,5,309,0,1545,77.25,1622.25,Card,Delivery,50+,Male,Rainy,Weekday,Morning,Returning,No,5,Medium
8676,CUST7110,10-09-2025,Wednesday,September,08:59,105,Kochi,South,Coffee,Americano,Venti,3,209,5,627,31.35,627,Card,Dine-In,36-50,Female,Rainy,Weekday,Morning,Returning,No,4,High
8677,CUST9496,20-08-2025,Wednesday,August,19:52,115,Bengaluru,South,Coffee,Cappuccino,Grande,1,267,5,267,13.35,267,Cash,Takeaway,36-50,Male,Cloudy,Weekday,Afternoon,New,No,3,Medium
8678,CUST7025,26-09-2025,Friday,September,12:03,112,Mumbai,West,Frappuccino,Caramel Frappuccino,Grande,4,348,5,1392,69.6,1392,Card,Delivery,50+,Male,Sunny,Weekday,Morning,New,No,4,High
8679,CUST2579,29-08-2025,Friday,August,05:29,103,Kochi,South,Coffee,Mocha,Venti,3,308,10,924,46.2,877.8,Card,Takeaway,26-35,Male,Sunny,Weekday,Evening,Returning,Yes,3,Medium
8680,CUST3228,07-06-2025,Saturday,June,23:40,110,Kochi,South,Coffee,Americano,Grande,1,234,5,234,11.7,234,Cash,Dine-In,36-50,Male,Cloudy,Weekend,Afternoon,Returning,Yes,5,Medium
8681,CUST3373,17-04-2025,Thursday,April,07:30,101,Bengaluru,South,Coffee,Caffe Latte,Venti,3,270,0,810,40.5,850.5,Card,Takeaway,50+,Female,Sunny,Weekday,Evening,Returning,No,5,Low
8682,CUST3045,20-03-2025,Thursday,March,13:55,115,Delhi,North,Coffee,Mocha,Tall,3,281,0,843,42.15,885.15,Cash,Takeaway,18-25,Female,Sunny,Weekday,Morning,New,No,5,Medium
8683,CUST8017,19-09-2025,Friday,September,12:45,115,Mumbai,West,Coffee,Caffe Latte,Grande,4,277,0,1108,55.4,1163.4,Cash,Delivery,50+,Male,Rainy,Weekday,Afternoon,Returning,No,5,High
8684,CUST5250,02-01-2025,Thursday,January,18:37,110,Mumbai,West,Bakery,Butter Croissant,Tall,1,185,15,185,9.25,166.5,UPI,Takeaway,18-25,Male,Sunny,Weekday,Evening,Returning,Yes,3,High
8685,CUST4937,02-09-2025,Tuesday,September,11:08,116,Chennai,South,Coffee,Espresso,Grande,3,193,5,579,28.95,579,Cash,Dine-In,36-50,Male,Sunny,Weekday,Morning,New,Yes,4,Low
8686,CUST6128,06-04-2025,Sunday,April,20:03,108,Mumbai,West,Coffee,Cappuccino,Grande,2,285,0,570,28.5,598.5,Cash,Delivery,26-35,Male,Cloudy,Weekend,Afternoon,Returning,Yes,3,Medium
8687,CUST7990,23-08-2025,Saturday,August,20:37,103,Kochi,South,Coffee,Cappuccino,Grande,3,267,5,801,40.05,801,Cash,Delivery,36-50,Male,Sunny,Weekend,Afternoon,New,No,4,High
8688,CUST4577,18-12-2025,Thursday,December,09:59,113,Hyderabad,South,Coffee,Cappuccino,Grande,2,268,0,536,26.8,562.8,Card,Dine-In,50+,Male,Rainy,Weekday,Afternoon,Returning,No,3,High
8689,CUST7891,15-02-2025,Saturday,February,01:59,113,Delhi,North,Coffee,Cappuccino,Grande,1,251,10,251,12.55,238.45,Cash,Takeaway,50+,Female,Rainy,Weekend,Afternoon,New,Yes,4,Low
8690,CUST3494,12-06-2025,Thursday,June,15:41,105,Bengaluru,South,Frappuccino,Caramel Frappuccino,Grande,3,365,5,1095,54.75,1095,UPI,Delivery,50+,Female,Sunny,Weekday,Evening,Returning,Yes,5,Low
8691,CUST5947,06-10-2025,Monday,October,05:48,106,Chennai,South,Frappuccino,Caramel Frappuccino,Venti,3,342,0,1026,51.3,1077.3,Card,Dine-In,18-25,Female,Cloudy,Weekday,Afternoon,New,No,4,High
8692,CUST7162,24-12-2025,Wednesday,December,04:17,108,Kochi,South,Coffee,Americano,Venti,1,220,5,220,11,220,Cash,Delivery,26-35,Male,Sunny,Weekday,Afternoon,Returning,Yes,5,Low
8693,CUST5027,13-03-2025,Thursday,March,06:31,110,Bengaluru,South,Coffee,Cappuccino,Venti,1,282,10,282,14.1,267.9,UPI,Dine-In,50+,Female,Cloudy,Weekday,Evening,Returning,No,5,High
8694,CUST8967,14-01-2025,Tuesday,January,18:57,100,Bengaluru,South,Coffee,Cappuccino,Venti,2,245,15,490,24.5,441,Cash,Dine-In,50+,Female,Sunny,Weekday,Afternoon,Returning,No,4,High
8695,CUST3657,02-03-2025,Sunday,March,21:45,114,Hyderabad,South,Coffee,Cappuccino,Venti,1,254,10,254,12.7,241.3,Card,Takeaway,18-25,Male,Sunny,Weekend,Morning,Returning,Yes,3,Medium
8696,CUST4305,31-08-2025,Sunday,August,06:16,120,Delhi,North,Cold Beverage,Cold Brew,Tall,4,293,10,1172,58.6,1113.4,Cash,Delivery,36-50,Female,Rainy,Weekend,Morning,Returning,No,3,High
8697,CUST9243,11-11-2025,Tuesday,November,07:59,108,Kochi,South,Tea,Green Tea,Grande,5,190,15,950,47.5,855,Cash,Dine-In,36-50,Female,Sunny,Weekday,Evening,New,No,5,Low
8698,CUST8532,01-12-2025,Monday,December,23:33,114,Mumbai,West,Coffee,Espresso,Venti,3,170,15,510,25.5,459,Card,Dine-In,18-25,Female,Rainy,Weekday,Afternoon,Returning,Yes,5,High
8699,CUST3576,17-02-2025,Monday,February,04:09,102,Bengaluru,South,Coffee,Mocha,Grande,5,318,15,1590,79.5,1431,UPI,Takeaway,50+,Male,Cloudy,Weekday,Morning,New,Yes,4,Low
8700,CUST8336,01-11-2025,Saturday,November,20:57,106,Mumbai,West,Tea,Green Tea,Tall,3,180,15,540,27,486,Card,Takeaway,26-35,Female,Rainy,Weekend,Afternoon,New,Yes,4,High
8701,CUST7707,27-06-2025,Friday,June,06:33,100,Chennai,South,Frappuccino,Caramel Frappuccino,Venti,2,372,15,744,37.2,669.6,UPI,Takeaway,26-35,Female,Cloudy,Weekday,Morning,New,No,4,Medium
8702,CUST9177,10-04-2025,Thursday,April,12:55,120,Chennai,South,Bakery,Butter Croissant,Tall,1,181,0,181,9.05,190.05,Card,Takeaway,18-25,Female,Sunny,Weekday,Morning,Returning,No,5,High
8703,CUST7756,04-06-2025,Wednesday,June,14:02,119,Mumbai,West,Bakery,Blueberry Muffin,Tall,5,178,5,890,44.5,890,UPI,Delivery,36-50,Female,Rainy,Weekday,Evening,New,Yes,3,Medium
8704,CUST6078,14-03-2025,Friday,March,03:36,114,Bengaluru,South,Coffee,Caffe Latte,Grande,5,274,15,1370,68.5,1233,Card,Takeaway,18-25,Female,Cloudy,Weekday,Morning,New,Yes,5,Low
8705,CUST1349,26-05-2025,Monday,May,12:36,101,Delhi,North,Frappuccino,Caramel Frappuccino,Tall,2,372,15,744,37.2,669.6,UPI,Takeaway,26-35,Female,Rainy,Weekday,Afternoon,Returning,No,5,High
8706,CUST3857,22-05-2025,Thursday,May,05:00,111,Hyderabad,South,Coffee,Espresso,Tall,5,196,10,980,49,931,Card,Takeaway,50+,Female,Rainy,Weekday,Evening,Returning,No,5,High
8707,CUST5921,26-07-2025,Saturday,July,23:17,111,Bengaluru,South,Frappuccino,Caramel Frappuccino,Grande,3,341,15,1023,51.15,920.7,UPI,Dine-In,50+,Male,Cloudy,Weekend,Morning,Returning,No,5,High
8708,CUST2245,20-07-2025,Sunday,July,10:26,112,Kochi,South,Tea,Green Tea,Grande,2,182,0,364,18.2,382.2,Cash,Delivery,36-50,Female,Rainy,Weekend,Evening,Returning,Yes,3,High
8709,CUST9702,13-05-2025,Tuesday,May,12:56,110,Chennai,South,Coffee,Mocha,Tall,3,289,5,867,43.35,867,Card,Takeaway,50+,Male,Rainy,Weekday,Afternoon,New,Yes,3,Medium
8710,CUST7382,25-04-2025,Friday,April,15:20,118,Delhi,North,Coffee,Mocha,Tall,4,315,10,1260,63,1197,Cash,Takeaway,50+,Female,Sunny,Weekday,Afternoon,Returning,Yes,4,High
8711,CUST2751,09-07-2025,Wednesday,July,18:50,115,Bengaluru,South,Coffee,Caffe Latte,Grande,2,305,5,610,30.5,610,UPI,Delivery,50+,Male,Sunny,Weekday,Morning,New,Yes,5,Medium
8712,CUST5048,07-10-2025,Tuesday,October,22:04,118,Hyderabad,South,Cold Beverage,Cold Brew,Grande,1,296,0,296,14.8,310.8,Cash,Takeaway,36-50,Male,Rainy,Weekday,Afternoon,Returning,No,5,High
8713,CUST8642,12-06-2025,Thursday,June,18:46,100,Chennai,South,Coffee,Cappuccino,Venti,5,240,0,1200,60,1260,Cash,Takeaway,18-25,Male,Rainy,Weekday,Afternoon,New,No,4,High
8714,CUST6517,14-07-2025,Monday,July,05:09,104,Kochi,South,Frappuccino,Caramel Frappuccino,Tall,1,355,15,355,17.75,319.5,Cash,Delivery,26-35,Male,Rainy,Weekday,Morning,New,Yes,5,Medium
8715,CUST5075,02-05-2025,Friday,May,03:01,115,Chennai,South,Bakery,Blueberry Muffin,Venti,2,163,15,326,16.3,293.4,Card,Delivery,26-35,Female,Cloudy,Weekday,Morning,Returning,Yes,3,Medium
8716,CUST2438,02-09-2025,Tuesday,September,00:03,118,Mumbai,West,Coffee,Cappuccino,Venti,5,264,5,1320,66,1320,Card,Dine-In,50+,Male,Sunny,Weekday,Afternoon,New,Yes,3,Low
8717,CUST1115,26-09-2025,Friday,September,07:46,101,Mumbai,West,Coffee,Caffe Latte,Tall,4,300,0,1200,60,1260,Card,Delivery,36-50,Male,Rainy,Weekday,Morning,Returning,Yes,4,Medium
8718,CUST4500,25-04-2025,Friday,April,16:22,114,Delhi,North,Bakery,Butter Croissant,Venti,3,144,10,432,21.6,410.4,Cash,Delivery,50+,Female,Sunny,Weekday,Afternoon,New,No,4,Low
8719,CUST8010,09-11-2025,Sunday,November,14:33,113,Kochi,South,Frappuccino,Caramel Frappuccino,Venti,1,363,15,363,18.15,326.7,Cash,Takeaway,18-25,Male,Rainy,Weekend,Evening,New,No,4,Low
8720,CUST1951,19-08-2025,Tuesday,August,15:34,104,Hyderabad,South,Coffee,Americano,Tall,2,203,15,406,20.3,365.4,Card,Takeaway,26-35,Male,Rainy,Weekday,Afternoon,New,No,4,Medium
8721,CUST3670,18-07-2025,Friday,July,21:46,110,Bengaluru,South,Coffee,Espresso,Venti,2,193,15,386,19.3,347.4,Cash,Takeaway,26-35,Female,Cloudy,Weekday,Morning,Returning,Yes,4,Medium
8722,CUST1366,21-09-2025,Sunday,September,21:23,120,Mumbai,West,Coffee,Espresso,Tall,3,164,10,492,24.6,467.4,UPI,Delivery,36-50,Female,Rainy,Weekend,Morning,Returning,Yes,4,High
8723,CUST6486,18-03-2025,Tuesday,March,17:52,103,Delhi,North,Coffee,Mocha,Grande,4,301,15,1204,60.2,1083.6,Card,Dine-In,50+,Male,Rainy,Weekday,Afternoon,Returning,Yes,5,Medium
8724,CUST2611,25-03-2025,Tuesday,March,23:57,119,Bengaluru,South,Coffee,Caffe Latte,Tall,5,293,15,1465,73.25,1318.5,Card,Delivery,36-50,Female,Rainy,Weekday,Evening,New,Yes,5,Low
8725,CUST9963,17-02-2025,Monday,February,03:36,100,Mumbai,West,Coffee,Americano,Venti,1,202,15,202,10.1,181.8,Card,Delivery,36-50,Male,Sunny,Weekday,Evening,New,No,4,Low
8726,CUST2480,21-07-2025,Monday,July,03:27,110,Kochi,South,Coffee,Americano,Venti,2,217,10,434,21.7,412.3,UPI,Delivery,50+,Female,Sunny,Weekday,Morning,Returning,Yes,3,Low
8727,CUST5877,02-09-2025,Tuesday,September,09:52,120,Hyderabad,South,Coffee,Americano,Tall,3,219,15,657,32.85,591.3,Card,Takeaway,36-50,Female,Cloudy,Weekday,Afternoon,New,Yes,4,Low
8728,CUST5234,10-04-2025,Thursday,April,04:38,120,Delhi,North,Tea,Green Tea,Grande,5,204,10,1020,51,969,Cash,Takeaway,18-25,Female,Cloudy,Weekday,Afternoon,New,No,4,Medium
8729,CUST2994,01-03-2025,Saturday,March,04:40,118,Delhi,North,Tea,Green Tea,Tall,3,193,15,579,28.95,521.1,Card,Takeaway,18-25,Male,Cloudy,Weekend,Morning,Returning,No,4,Low
8730,CUST8595,24-02-2025,Monday,February,17:25,105,Hyderabad,South,Coffee,Americano,Venti,1,213,15,213,10.65,191.7,UPI,Dine-In,18-25,Male,Cloudy,Weekday,Afternoon,New,No,4,Medium
8731,CUST8927,12-01-2025,Sunday,January,00:50,100,Bengaluru,South,Coffee,Mocha,Grande,2,304,0,608,30.4,638.4,Cash,Dine-In,36-50,Male,Rainy,Weekend,Afternoon,Returning,No,4,Low
8732,CUST7949,15-03-2025,Saturday,March,04:43,100,Kochi,South,Cold Beverage,Cold Brew,Grande,5,301,5,1505,75.25,1505,Cash,Dine-In,18-25,Male,Cloudy,Weekend,Morning,Returning,Yes,4,Medium
8733,CUST3919,29-08-2025,Friday,August,09:21,109,Bengaluru,South,Tea,Green Tea,Grande,2,179,0,358,17.9,375.9,Card,Takeaway,26-35,Male,Cloudy,Weekday,Afternoon,Returning,No,3,High
8734,CUST1504,19-09-2025,Friday,September,08:04,110,Mumbai,West,Tea,Green Tea,Tall,3,187,0,561,28.05,589.05,UPI,Takeaway,36-50,Male,Rainy,Weekday,Afternoon,New,No,5,Low
8735,CUST3440,20-02-2025,Thursday,February,12:57,104,Chennai,South,Coffee,Caffe Latte,Venti,5,261,5,1305,65.25,1305,UPI,Takeaway,18-25,Female,Cloudy,Weekday,Afternoon,New,Yes,4,High
8736,CUST8712,07-02-2025,Friday,February,04:22,103,Kochi,South,Coffee,Mocha,Tall,2,281,15,562,28.1,505.8,Card,Takeaway,50+,Female,Sunny,Weekday,Afternoon,New,No,3,Medium
8737,CUST4816,03-01-2025,Friday,January,04:31,120,Chennai,South,Cold Beverage,Cold Brew,Tall,4,285,10,1140,57,1083,Cash,Dine-In,26-35,Female,Cloudy,Weekday,Morning,Returning,Yes,3,Medium
8738,CUST7002,25-05-2025,Sunday,May,06:32,104,Kochi,South,Coffee,Espresso,Venti,3,205,10,615,30.75,584.25,UPI,Delivery,18-25,Male,Rainy,Weekend,Morning,Returning,Yes,4,High
8739,CUST7371,16-03-2025,Sunday,March,09:02,114,Mumbai,West,Coffee,Americano,Grande,4,215,15,860,43,774,Cash,Delivery,50+,Male,Sunny,Weekend,Evening,Returning,No,5,High
8740,CUST2831,13-10-2025,Monday,October,14:09,101,Kochi,South,Coffee,Americano,Grande,2,228,5,456,22.8,456,UPI,Dine-In,50+,Male,Rainy,Weekday,Afternoon,Returning,No,5,High
8741,CUST6259,15-07-2025,Tuesday,July,15:59,102,Hyderabad,South,Bakery,Butter Croissant,Grande,3,146,0,438,21.9,459.9,UPI,Dine-In,50+,Female,Sunny,Weekday,Morning,New,Yes,4,High
8742,CUST7987,10-10-2025,Friday,October,03:56,114,Delhi,North,Tea,Green Tea,Tall,1,193,0,193,9.65,202.65,UPI,Dine-In,50+,Male,Sunny,Weekday,Evening,New,No,4,Low
8743,CUST4180,15-06-2025,Sunday,June,22:56,107,Bengaluru,South,Frappuccino,Caramel Frappuccino,Venti,4,377,15,1508,75.4,1357.2,Cash,Takeaway,50+,Female,Sunny,Weekend,Evening,New,Yes,5,Medium
8744,CUST5403,18-06-2025,Wednesday,June,16:35,113,Hyderabad,South,Coffee,Espresso,Grande,2,173,0,346,17.3,363.3,UPI,Dine-In,18-25,Male,Cloudy,Weekday,Morning,New,No,3,High
8745,CUST5619,22-10-2025,Wednesday,October,21:30,107,Hyderabad,South,Cold Beverage,Cold Brew,Grande,5,279,10,1395,69.75,1325.25,UPI,Takeaway,50+,Male,Sunny,Weekday,Afternoon,Returning,No,4,High
8746,CUST5992,16-03-2025,Sunday,March,20:34,102,Mumbai,West,Coffee,Americano,Tall,2,203,0,406,20.3,426.3,UPI,Dine-In,36-50,Female,Sunny,Weekend,Afternoon,Returning,Yes,3,Medium
8747,CUST2255,05-07-2025,Saturday,July,09:53,105,Mumbai,West,Coffee,Americano,Grande,2,223,5,446,22.3,446,Cash,Dine-In,18-25,Female,Sunny,Weekend,Evening,Returning,Yes,5,High
8748,CUST8159,08-03-2025,Saturday,March,17:27,104,Bengaluru,South,Coffee,Espresso,Venti,4,186,10,744,37.2,706.8,Card,Dine-In,18-25,Male,Rainy,Weekend,Evening,New,No,5,High
8749,CUST3799,05-05-2025,Monday,May,17:38,105,Chennai,South,Frappuccino,Caramel Frappuccino,Grande,2,357,0,714,35.7,749.7,Card,Takeaway,36-50,Female,Sunny,Weekday,Evening,New,Yes,3,High
8750,CUST7950,06-05-2025,Tuesday,May,15:45,118,Bengaluru,South,Tea,Green Tea,Venti,1,191,0,191,9.55,200.55,Card,Dine-In,18-25,Male,Rainy,Weekday,Afternoon,New,Yes,4,Medium
8751,CUST2148,29-03-2025,Saturday,March,19:21,101,Kochi,South,Frappuccino,Caramel Frappuccino,Grande,3,375,10,1125,56.25,1068.75,UPI,Takeaway,50+,Female,Cloudy,Weekend,Afternoon,Returning,Yes,4,Medium
8752,CUST6995,18-02-2025,Tuesday,February,05:23,112,Hyderabad,South,Coffee,Americano,Tall,4,203,5,812,40.6,812,Card,Delivery,36-50,Male,Rainy,Weekday,Afternoon,Returning,No,3,High
8753,CUST3052,27-02-2025,Thursday,February,12:38,107,Hyderabad,South,Coffee,Espresso,Tall,3,172,10,516,25.8,490.2,Card,Delivery,26-35,Male,Rainy,Weekday,Morning,Returning,No,3,Low
8754,CUST9845,10-06-2025,Tuesday,June,08:54,115,Mumbai,West,Frappuccino,Caramel Frappuccino,Tall,1,343,0,343,17.15,360.15,Card,Dine-In,26-35,Male,Cloudy,Weekday,Evening,Returning,Yes,3,High
8755,CUST3143,20-06-2025,Friday,June,02:50,103,Bengaluru,South,Frappuccino,Caramel Frappuccino,Venti,1,351,15,351,17.55,315.9,Cash,Dine-In,36-50,Male,Rainy,Weekday,Evening,New,Yes,4,Medium
8756,CUST7860,07-02-2025,Friday,February,07:30,104,Kochi,South,Bakery,Butter Croissant,Grande,1,157,15,157,7.85,141.3,UPI,Dine-In,36-50,Female,Sunny,Weekday,Evening,Returning,Yes,3,Medium
8757,CUST4853,25-08-2025,Monday,August,05:10,111,Bengaluru,South,Bakery,Blueberry Muffin,Tall,3,172,0,516,25.8,541.8,Card,Dine-In,18-25,Female,Sunny,Weekday,Evening,Returning,Yes,3,Medium
8758,CUST6496,19-09-2025,Friday,September,06:57,104,Chennai,South,Bakery,Butter Croissant,Tall,5,149,10,745,37.25,707.75,Cash,Delivery,26-35,Female,Rainy,Weekday,Evening,Returning,No,4,Medium
8759,CUST7833,08-03-2025,Saturday,March,15:10,103,Bengaluru,South,Coffee,Americano,Tall,5,201,5,1005,50.25,1005,UPI,Dine-In,50+,Female,Rainy,Weekend,Morning,Returning,No,4,Medium
8760,CUST8823,06-06-2025,Friday,June,06:02,112,Delhi,North,Coffee,Espresso,Venti,3,176,0,528,26.4,554.4,Cash,Delivery,50+,Female,Cloudy,Weekday,Evening,New,Yes,3,Medium
8761,CUST5490,13-01-2025,Monday,January,11:33,113,Kochi,South,Coffee,Mocha,Grande,1,316,15,316,15.8,284.4,Cash,Delivery,50+,Male,Rainy,Weekday,Evening,New,Yes,5,Medium
8762,CUST4082,06-04-2025,Sunday,April,16:01,105,Delhi,North,Coffee,Espresso,Venti,5,169,5,845,42.25,845,UPI,Delivery,26-35,Female,Cloudy,Weekend,Evening,Returning,Yes,4,Low
8763,CUST7706,14-04-2025,Monday,April,06:26,103,Chennai,South,Bakery,Butter Croissant,Grande,5,151,15,755,37.75,679.5,Cash,Delivery,50+,Male,Cloudy,Weekday,Afternoon,New,Yes,4,High
8764,CUST1920,15-02-2025,Saturday,February,02:39,104,Bengaluru,South,Coffee,Americano,Grande,1,245,15,245,12.25,220.5,Card,Delivery,26-35,Female,Rainy,Weekend,Morning,Returning,No,4,High
8765,CUST5651,22-04-2025,Tuesday,April,03:00,106,Delhi,North,Coffee,Espresso,Venti,4,170,10,680,34,646,Card,Delivery,18-25,Male,Cloudy,Weekday,Evening,Returning,Yes,5,High
8766,CUST5723,12-12-2025,Friday,December,04:07,107,Chennai,South,Frappuccino,Caramel Frappuccino,Grande,5,354,10,1770,88.5,1681.5,UPI,Takeaway,18-25,Male,Sunny,Weekday,Evening,New,Yes,4,High
